company,culture,job_addr,job_description,job_posted,job_security_advance,job_title,link,management,reviews_score,reviews_total,salary,salary_benefits,salary_bins,work_life_bal,salary_bins_int
BP Staffing,3.2,"Long Beach, NY","
Data Scientist and Analytics DeveloperSeeking a talented and motivated data scientist and analytics developer to help provide business insight from our data...",30+ days ago,2.5,Data Scientist & Analytics Developer--Insurance background i...,http://www.indeed.com/company/BP-STAFFING/jobs/Data-Scientist-Analytic-Developer-Insurance-Background-Big-Plus-1a35280601651618?r=1&fccid=49ff617545846fd1,3.2,3.0,-,-,2.2,"$75,000+",3.0,75000
WSP | Parsons Brinckerhoff,3.8,"New York, NY","
Approximately 34,500 employees, including engineers, technicians, scientists, architects, planners, surveyors, program and construction management professionals...",30+ days ago,2.5,Senior Communications Engineer,http://www.indeed.com/rc/clk?jk=1fd3737dcb273719&fccid=a0ecbc8328064f26,3.3,4.0,5,-,2.5,"$75,000+",3.5,75000
New York Genome Center,3.5,"New York, NY 10013 (Tribeca area)","
Collaborate with bio-informatics scientists, users, and stakeholders to define requirements and specifications for data processing pipelines, analysis tools,...",30+ days ago,1.5,Senior Software Engineer II,http://www.indeed.com/rc/clk?jk=baff436651ac6fe9&fccid=971a3b2d67fd9d8d,1.5,3.5,2,-,5.0,"$75,000+",2.5,75000
Springer Nature,3.5,"New York, NY","
Ensure correct filing of documents and correct data entry (e.g. Customer focused, with experience of developing and maintaining productive and friendly...",30+ days ago,3.4,"Associate Publisher, Open Access",http://www.indeed.com/rc/clk?jk=1ad8fc33d661b067&fccid=bcbe3f5328b59f6d,3.1,4.2,17,-,3.5,"$75,000+",4.3,75000
Northwell Health,3.7,"Manhasset, NY","
You will publish/present data and collaborate with Investigators and Scientists in facilitating scientific research....",13 days ago,3.6,Senior Electrical Engineer (Bioelectronic Medicine),http://www.indeed.com/rc/clk?jk=08bbe064609f7a87&fccid=6f31e2074a3d8a7b,3.4,4.0,222,-,3.9,"$75,000+",3.7,75000
NYU Langone Medical Center,3.9,"New York, NY","
Prioritize care based upon data collected. Collects, assesses and documents patient healthcare data. Analyzes unit level quality data and participates in...",1 day ago,3.6,Sr Staff Nurse,http://www.indeed.com/rc/clk?jk=51e28b85fc126e6b&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
PowerToFly Presents,-,"New York, NY","
Strong advocate for technologists, designers, data scientists, analysts, product managers and project managers....",30+ days ago,-,"Manager, Culture & Engagement",http://www.indeed.com/company/PowerToFly/jobs/Manager-3e7c7c38afc7fd90?r=1&fccid=4320934e3214d865,-,3.5,-,-,-,"$75,000+",-,75000
Celgene,3.7,"Summit, NJ 07901","
Experience in statistical experimental design and data analysis including Design of Experiments (DoE). We are looking for talented and experienced scientists...",30+ days ago,3.3,"Associate Scientist, Analytical Research & Development, Biol...",http://www.indeed.com/rc/clk?jk=8f1d818a96e87e5d&fccid=b7b2b0ecc148eab5,3.4,4.1,91,-,4.1,"$75,000+",3.9,75000
"Frontage Laboratories, LLC",-,"Secaucus, NJ 07094","
Clinical operations, Bioanalytical and Clinical laboratories, Statistics, Data Management, and Logistics companies....",23 hours ago,-,Senior Proposal Specialist,http://www.indeed.com/rc/clk?jk=f5902c79c0d4b859&fccid=bc4dbf72c17f064f,-,4.1,-,-,-,"$75,000+",-,75000
Terracon,2.9,"South Plainfield, NJ","
Evaluate complex laboratory and field data, and perform scientific analyses as needed to develop appropriate conclusions and recommendations....",30+ days ago,2.7,Project Scientist,http://www.indeed.com/rc/clk?jk=d9c6f750bd362856&fccid=69fdacd02aead24d,2.8,3.0,67,-,2.9,"$75,000+",2.8,75000
"GENEWIZ, Inc.",-,"South Plainfield, NJ","
Associate Bioinformatics Scientist. Experience with NGS data analysis preferred. Evaluate and identify optimal NGS data analysis solutions....",30+ days ago,-,"Associate Bioinformatics Scientist, Next Generation Sequenci...",http://www.indeed.com/rc/clk?jk=71b9dd53ebb9545c&fccid=0ef4fe3cfd0f113b,-,4.1,-,-,-,"$75,000+",-,75000
NYU Langone Medical Center,3.9,"New York, NY","
O Ability to interpret laboratory and other diagnostic data to determine appropriate care plan.. And Hassenfeld Children’s Hospital, a comprehensive pediatric...",10 days ago,3.6,Certified Diabetic Educator,http://www.indeed.com/rc/clk?jk=fa3ac79141a81c56&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
WSP | Parsons Brinckerhoff,3.8,"New York, NY","
Ability/willingness to work in the field to audit sites and collect data during daytime and/or nighttime periods....",9 days ago,2.5,Principal Technical Specialist/Certified Industrial Hygienis...,http://www.indeed.com/rc/clk?jk=475047c732fb5328&fccid=a0ecbc8328064f26,3.3,4.0,5,-,2.5,"$75,000+",3.5,75000
NYU Langone Medical Center,3.9,"New York, NY","
Serve as data acquisition consultant for appropriate production and custom performance measurement projects throughout NYULMC and NYU Lutheran....",27 days ago,3.6,Senior Practice Improvement Coordinator-GNYC PTN,http://www.indeed.com/rc/clk?jk=9e69d43e228f28ed&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Ivory Systems,-,"Berkeley Heights, NJ","
Develop or lead in the review of a Data Management Plan (DMP), when applicable, that outlines database design and testing, CRF flow, data queries, manual checks...",30+ days ago,-,Data Manager,http://www.indeed.com/cmp/Ivory-Systems/jobs/Data-Manager-1c50d5d9146e617c?r=1&fccid=adaa6eee975a2fa1,-,3.6,-,-,-,"$75,000+",-,75000
ARG - Rachel Evans,-,"New York, NY","
Data structures, algorithms, programming languages, and distributed systems. This team will lead technology innovation for our business and will work with a mix...",30+ days ago,-,"Sr, Staff Engineer",http://www.indeed.com/rc/clk?jk=e459c2c0de58713d&fccid=10a09a19f4466161,-,4.1,-,-,-,"$75,000+",-,75000
Weill Cornell Medical College,3.8,"New York, NY","
Reviews annual space assessment process and ensures all data in Capital Planning and Financial systems accurately reflect use....",30+ days ago,3.7,Research Operations Admininstrator,http://www.indeed.com/rc/clk?jk=943fc41bd7bc9af4&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$75,000+",3.9,75000
San Diego Pharmaceutical,-,"Parsippany, NJ","
Team lead position, proven ability work independently and mentor junior scientists. Reports and treats data with a high level of integrity and ethics....",9 days ago,-,Sr. Analytical Scientist (Method Dev) San Diego,http://www.indeed.com/cmp/San-Diego-Pharmaceutical/jobs/Senior-Analytical-Scientist-SAN-Diego-99ad39d6c0510347?r=1&fccid=7f286dc5e7843042,-,4.1,-,-,-,"$75,000+",-,75000
ADMIN FOR CHILDREN'S SVCS,2.8,"New York, NY","
Lead the development of performance measures and reports using individual/case level data. Develop and maintain detailed notes and data dictionaries to ensure...",17 days ago,3.3,Deputy Director of Provider Outcomes,http://www.indeed.com/rc/clk?jk=f6b99cee890a09a6&fccid=e0e7eeb370aef8de,2.8,3.5,6,"$68,239 - $85,644 a year",3.5,"$75,000+",3.5,75000
ADP,3.7,"Roseland, NJ 07068","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",27 days ago,3.5,I&O Analyst - Global Network Services,http://www.indeed.com/rc/clk?jk=44e54823f023c8f2&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
Reed Elsevier,3.6,"New York, NY","
You will also bring experience in software development using a variety of programming languages, data management tools, and specialized libraries for your...",30+ days ago,3.0,Technology Research Director,http://www.indeed.com/rc/clk?jk=6b0cd1b71d56c545&fccid=f7a0f0e88ce3d78e,3.1,3.6,32,-,3.5,"$75,000+",3.5,75000
ADP,3.7,"Roseland, NJ 07068","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",20 days ago,3.5,Storage Admin,http://www.indeed.com/rc/clk?jk=c2d1aae55af460e1&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
Oscar Insurance,3.9,"New York, NY 10012 (Little Italy area)","
At Oscar, you’ll work closely with product managers, marketers, designers, data scientists, and various stakeholders throughout the company....",30+ days ago,3.2,User Experience Researcher,http://www.indeed.com/rc/clk?jk=a2a9e625e3ee5e75&fccid=1dabef2956e95968,3.5,4.0,10,-,4.2,"$75,000+",4.1,75000
NYU Langone Medical Center,3.9,"New York, NY","
Reviews data and helps to identify projects; And to ensure that critical clinical data is accurately collected....",12 days ago,3.6,Assistant Director-Transplant Program,http://www.indeed.com/rc/clk?jk=644c50f35cd66134&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Celgene Corporation,3.7,"Summit, NJ 07901","
 Generate laboratory clinical release and stability data. The Scientist I should work with minimal supervision to carry out laboratory based de novo analytical...",30+ days ago,3.3,"Scientist I, Analytical Development",http://www.indeed.com/rc/clk?jk=3a793f2e0a6bd9da&fccid=b7b2b0ecc148eab5,3.4,4.1,91,-,4.1,"$75,000+",3.9,75000
ADP,3.7,"Roseland, NJ 07068","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",21 days ago,3.5,Design Engineer V,http://www.indeed.com/rc/clk?jk=6f36eb4f25a38ccc&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
Mondelez International,3.6,"Whippany, NJ","
Data should be recorded via Mondelez specifications and documentation systems. The Global Gum R&D Scientist position is focused on Product Development....",27 days ago,3.2,Scientist I (product developer - food),http://www.indeed.com/rc/clk?jk=4406ce2b26c00102&fccid=0ba2244fbaa16b6c,3.4,3.8,640,-,3.8,"$75,000+",3.6,75000
Springer Nature,3.5,"New York, NY","
Ensure correct filing of documents and correct data entry (e.g. Customer focused, with experience of developing and maintaining productive and friendly...",28 days ago,3.4,"Associate Publisher, Life Sciences",http://www.indeed.com/rc/clk?jk=bb05018822869cee&fccid=bcbe3f5328b59f6d,3.1,4.2,17,-,3.5,"$75,000+",4.3,75000
Memorial Sloan Kettering Cancer Center,4.0,"New York, NY 10065 (Upper East Side area)","
Demonstrated experience in analyzing NGS derived data. Ensure generation of high-quality genome profiling data and integration of large complex datasets for...",30+ days ago,3.8,"Postdoc - Clinical Research, Cancer Genomics",http://www.indeed.com/cmp/Memorial-Sloan-Kettering/jobs/Postdoc-fab6ffb603210000?r=1&fccid=1320c50b75f44505,3.6,4.2,361,-,4.2,"$75,000+",4.0,75000
TSR Consulting,4.0,"Matawan, NJ 07747","
Work with Senior Data Analyst/Data Scientist to:. Technical expertise regarding data models, database design development, data mining and segmentation...",19 days ago,3.5,Data Science Manager - BI/Data Analytics,http://www.indeed.com/rc/clk?jk=f819515ba8c7b401&fccid=dcf30acec509b7fb,4.5,5.0,3,-,4.0,"$75,000+",4.0,75000
Canfield Scientific,3.5,"Fairfield, NJ 07004","
Collaborate with Canfield’s image analysis research team in developing and optimizing algorithms for commercialization in the detection, analysis, and grading",30+ days ago,4.5,Image Analysis Scientist,http://www.indeed.com/rc/clk?jk=ffc34c50ad678869&fccid=c96d9296a05e508f,3.5,4.0,2,-,4.5,"$75,000+",4.0,75000
Michael Baker International,3.0,"New York, NY","
Professional Wetland Scientist or Wetland Professional in Training certification is a plus. Experience in providing management and tracking of Environmental...",15 hours ago,2.8,Environmental Specialist with Security Clearance,http://www.indeed.com/rc/clk?jk=f05c7969af75f8fd&fccid=8bdaf6637e506037,2.8,3.2,14,-,3.5,"$75,000+",3.4,75000
Precision For Value,2.5,"New York, NY","
At Precision, you will collaborate with teams that include former payers, data scientists, health economists, marketing strategists, and promotional...",15 days ago,3.5,Group Account Supervisor,http://www.indeed.com/rc/clk?jk=5d80f9deb25198b3&fccid=7bb6931b3a51e34f,3.0,3.3,3,-,4.0,"$75,000+",2.0,75000
Celgene Corporation,3.7,"Summit, NJ 07901","
 Generate clinical batch release and stability data. The Senior Principal Scientist will have organizational, interdepartmental and interdivisional...",30+ days ago,3.3,"Senior Principal Scientist, Analytical Development",http://www.indeed.com/rc/clk?jk=0f368b5896fb66d9&fccid=b7b2b0ecc148eab5,3.4,4.1,91,-,4.1,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY","
Promote close interactions between clinical scientists in collaboration with program leaders and administrative leadership....",12 days ago,3.6,Director Clinical Research Support-OSR,http://www.indeed.com/rc/clk?jk=51db834e0b487276&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY 10016 (Gramercy area)","
Analyzes assessment data to determine diagnoses. Collects patient healthcare data systematically and on an ongoing basis using appropriate assessment techniques...",30+ days ago,3.6,Per Diem-Nurse,http://www.indeed.com/rc/clk?jk=53e8daba9414b344&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
AlixPartners,2.8,"New York, NY 10019 (Midtown area)","
We deploy behavioral scientists and management experts to help companies meet the urgent talent, organizational, and cultural challenges they face....",26 days ago,4.3,Leadership and Organizational Effectiveness Associate,http://www.indeed.com/rc/clk?jk=20e171c717ecfe1b&fccid=e12568db331b1dfe,3.0,4.0,5,-,4.3,"$75,000+",2.5,75000
NYU Langone Medical Center,3.9,"New York, NY","
In-depth understanding of data collection, data flow management, data quality, data extraction and data standards (knowledge of CDISC standards for CDASH, SDTM...",30+ days ago,3.6,Clinical Data Manager,http://www.indeed.com/rc/clk?jk=18c1e22e72f69cba&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Celgene,3.7,"Summit, NJ 07901","
Senior Clinical Research Scientist, Immuno-Oncology. Proficiency in scientific and clinical data review and interpretation....",30+ days ago,3.3,"Senior Clinical Resarch Scientist, Immuno-Oncology",http://www.indeed.com/rc/clk?jk=5d529d2d43ee1ca3&fccid=b7b2b0ecc148eab5,3.4,4.1,91,-,4.1,"$75,000+",3.9,75000
PowerToFly Presents,-,"New York, NY","
Work with our data engineers, data scientists and analysts to ensure standardization:. Develop company-wide data policies and standards governing our full data...",30+ days ago,-,"Executive Director, Implementation and Data Governance",http://www.indeed.com/cmp/PowerToFly/jobs/Executive-Director-2fecd1938eb09f1c?r=1&fccid=4320934e3214d865,-,4.1,-,-,-,"$75,000+",-,75000
HDR,3.9,"New York, NY","
Collect project-related data, which may include research, interviews with government agencies and clients, map reviews, field investigations....",30+ days ago,3.3,Environmental Planner,http://www.indeed.com/rc/clk?jk=3a80bd6ad84cf57d&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$75,000+",3.9,75000
NBTY,3.3,"Leonia, NJ","
Performs comprehensive, sophisticated and critical evaluation of own data. Strong laboratory and experimental skills, data analysis and written and verbal...",15 days ago,3.0,Tech Svc Scientist (I),http://www.indeed.com/rc/clk?jk=9b041ff06d80cda4&fccid=4d5d9e149b576300,3.0,3.5,128,-,3.7,"$75,000+",3.6,75000
ADP,3.7,"Roseland, NJ 07068","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",28 days ago,3.5,I&O Analyst - Database Administration,http://www.indeed.com/rc/clk?jk=5961b18b8852db2a&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
NYU Langone Medical Center,3.9,"New York, NY","
Exercise good judgment, based on gathering and analyzing, factual and objective data; And Hassenfeld Children’s Hospital, a comprehensive pediatric hospital...",28 days ago,3.6,Coordinator-Grants Management,http://www.indeed.com/rc/clk?jk=2a5ca41a72212971&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Northwell Health,3.7,"Manhasset, NY","
You will perform benchtop and in vitro/in vivo experimental studies and publish/present data. You will collaborate with Investigators and Scientists in...",13 days ago,3.6,Bioelectronic Medicine Electrical Engineer (Feinstein Instit...,http://www.indeed.com/rc/clk?jk=8be252a46526761a&fccid=6f31e2074a3d8a7b,3.4,4.0,222,-,3.9,"$75,000+",3.7,75000
NYU Langone Medical Center,3.9,"New York, NY","
Analyze data conversion needs. This position routinely performs in-depth analysis of workflows, data collection, report details, and other technical issues...",8 days ago,3.6,Epic PB Analyst,http://www.indeed.com/rc/clk?jk=701c2365de6db194&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
C.R. Bard International,-,"Murray Hill, NJ","
Assist with the ongoing review of summary data including safety, primary efficacy variables and lab data;...",30+ days ago,-,Clinical Scientist,http://www.indeed.com/rc/clk?jk=1127f8f5d43018e9&fccid=92d6d044274a8a54,-,4.1,-,-,-,"$75,000+",-,75000
Weill Cornell Medical College,3.8,"New York, NY","
Collecting patient data as per ICH/GCP Guidelines, assist with the analysis of research findings and implement evidence based research findings....",30+ days ago,3.7,Nurse Practitioner (NP) - Hematology/Medical Oncology - Pedi...,http://www.indeed.com/rc/clk?jk=b8ac8949de5f4275&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$75,000+",3.9,75000
ADP,3.7,"New York, NY 10011 (Chelsea area)","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",30+ days ago,3.5,UX Designer III,http://www.indeed.com/rc/clk?jk=f667ad1e7e7fdf1b&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
Celgene Corporation,3.7,"Summit, NJ 07901","
Draws basic conclusions from data and results. Reviews data for compliance to specifications and acceptance criteria....",30+ days ago,3.3,"Associate Scientist, Analytical Development",http://www.indeed.com/rc/clk?jk=905a84ca689cc82d&fccid=b7b2b0ecc148eab5,3.4,4.1,91,-,4.1,"$75,000+",3.9,75000
Merck,3.8,"Rahway, NJ","
Scientist, Clinical Operations. Able to interpret data and apply knowledge of regulatory/compliance/scientific requirements to document preparation....",9 days ago,3.4,Senior Medical Writer (Multiple Locations) Job,http://www.indeed.com/rc/clk?jk=f1f42f12ef8fcfe9&fccid=c38b7d5e0419a6a7,3.6,4.1,"1,222",-,4.0,"$75,000+",3.9,75000
ADP,3.7,"Roseland, NJ 07068","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",16 days ago,3.5,Statutory Research Compliance Specialist,http://www.indeed.com/rc/clk?jk=0ac8b09f67ea704d&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
ADP,3.7,"Roseland, NJ 07068","
Engineer Analyst Architect Data Scientist Application Developer Design Implementation Chief Principal Enterprise Specialist Infrastructure Research Development...",30+ days ago,3.5,Sr. Cobol Developer (Cobol),http://www.indeed.com/rc/clk?jk=6d3244350965ba48&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
NYU Langone Medical Center,3.9,"New York, NY","
Analyzes data requirements for system upgrades. And Hassenfeld Children’s Hospital, a comprehensive pediatric hospital supporting a full array of children’s...",2 days ago,3.6,Senior Revenue Cycle Systems Analyst,http://www.indeed.com/rc/clk?jk=7a6370735b0355c5&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Michael Baker International,3.0,"New York, NY","
Environmental, and economic data to ensure compliance with NEPA. The successful candidate(s) can be a Planner, Scientist, or Engineer....",30+ days ago,2.8,Environmental Engineer,http://www.indeed.com/rc/clk?jk=40d3477c91b5c0b1&fccid=8bdaf6637e506037,2.8,3.2,14,-,3.5,"$75,000+",3.4,75000
Adecco: USA,2.9,"Jersey City, NJ","
Clinical Scientist job responsibilities include:. Electronic data capture (EDC) system (PhaseForward InForm) background is preferred....",30+ days ago,3.0,Clinical Scientist,http://www.indeed.com/rc/clk?jk=511f223c561858ae&fccid=09ba3012aa0d2863,2.9,4.0,8,-,2.8,"$75,000+",3.3,75000
Navitas Inc,-,"Berkeley Heights, NJ","
Develop or lead in the review of a Data Management Plan (DMP), when applicable, that outlines database design and testing, CRF flow, data queries, manual checks...",30+ days ago,-,Clinical Data Manager,http://www.indeed.com/cmp/Navitas-Inc/jobs/Clinical-Data-Manager-bc7f0222adc7c903?r=1&fccid=7c1cdc02f8db58e2,-,4.0,-,-,-,"$75,000+",-,75000
Natrel,-,"Parsippany, NJ 07054","
Working with leading pharmaceutical clients, you will have the opportunity to interact with some of the world’s leading scientists and physicians on critical...",30+ days ago,-,Senior Medical Writer,http://www.indeed.com/rc/clk?jk=2d650e3ec8712e11&fccid=e2369a4f3f42da61,-,4.0,-,-,-,"$75,000+",-,75000
Liberty Personnel Services,4.8,"Middletown, NJ","
Project Scientist Remediation. Strong report writing and data management. My client a well respected Environmental Construction company in the Middletown NJ...",21 days ago,4.2,Project Scientist Remediation,http://www.indeed.com/rc/clk?jk=53fb9b0083ecd9e0&fccid=0603f369a7fae38b,4.8,5.0,7,-,4.7,"$75,000+",4.8,75000
TRC Companies Inc,-,"New Providence, NJ","
Junior Environmental Remediation Scientist – New Providence, NJ. Good technical writing, data management, organizational and communication skills are required....",30+ days ago,-,"Junior Environmental Remediation Scientist - New Providence,...",http://www.indeed.com/rc/clk?jk=d31be8169634468a&fccid=453869dc4ab8e980,-,3.9,-,-,-,"$75,000+",-,75000
Vela Diagnostics,1.5,"Fairfield, NJ","
That address many of the clinical, technical, and economic issues facing laboratories in their quest to transform data into meaningful, actionable information....",30+ days ago,2.0,Medical Director,http://www.indeed.com/cmp/Vela-Diagnostics/jobs/Medical-Director-9becf0cc02f9dea4?r=1&fccid=a0d3564ce86d004e,1.5,2.7,-,-,3.0,"$75,000+",3.0,75000
NYU Langone Medical Center,3.9,"New York, NY","
Analyzes market data utilizing third party surveys and internal comparative data to determine appropriate classifications for positions....",16 days ago,3.6,Compensation Analyst,http://www.indeed.com/rc/clk?jk=ccf28137da4fb20a&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY","
Records appropriate data where needed, copying documents where needed, and filing data where appropriate....",28 days ago,3.6,Physician Assistant - CT Surgery,http://www.indeed.com/rc/clk?jk=14d473427596eb12&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Merck,3.8,"Madison, NJ","
Scientist, Preclinical Dev. Associate Principle Scientist, Drug Safety & Metabolism-PRE000565. Ensure correct scientific analysis of data and validity of study...",16 days ago,3.4,"Associate Principle Scientist, Drug Safety & Metabolism Job",http://www.indeed.com/rc/clk?jk=04c8e1fe6b98c906&fccid=c38b7d5e0419a6a7,3.6,4.1,"1,222",-,4.0,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY","
Reviews and analyzes resource utilization data and develops mechanisms for improvement. Collects and analyzes assessment data to identify patient/family...",1 day ago,3.6,"Family Nurse Practitioner, Huntington Medical Group - Long I...",http://www.indeed.com/rc/clk?jk=33b91a4c576c3a47&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY 10016 (Gramercy area)","
Will have experience both with a decision support system, healthcare data, and data visualization software such as Tableau....",30+ days ago,3.6,Senior Financial Analyst-Decision Support,http://www.indeed.com/rc/clk?jk=1d416623a70e916f&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY","
Reviews and analyzes resource utilization data and develops mechanisms for improvement. Collects and analyzes assessment data to identify patient/family...",4 days ago,3.6,Temporary Nurse Practitioner - Glycemic Management,http://www.indeed.com/rc/clk?jk=cc4ecf170b7e0e13&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Weill Cornell Medical College,3.8,"New York, NY","
Verifies eligibility of patients for clinical trials, assists in the preparation and maintenance of appropriate study consent forms, assures adherence to...",30+ days ago,3.7,Nurse Practitioner (NP) - Infectious Diseases Transplant/Onc...,http://www.indeed.com/rc/clk?jk=2ccab79f1d52c9e5&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$75,000+",3.9,75000
NYU Langone Medical Center,3.9,"New York, NY","
Prioritize care based upon data collected. Collects, assesses and documents patient healthcare data. Analyzes unit level quality data and participates in...",26 days ago,3.6,Registered Nurse - Pediatric Transport Team,http://www.indeed.com/rc/clk?jk=fa6243ac7a23b213&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Driversiti,1.0,"Hoboken, NJ","
Work with senior scientists and algorithm designers at this mobile technology company is capturing driving data through Mobile technologies....",30+ days ago,1.0,Cloud Engineer with AWS,http://www.indeed.com/rc/clk?jk=f7aa2cf85e04a90d&fccid=ded06ca372511ede,1.0,1.0,-,-,1.0,"$75,000+",1.0,75000
Michael Baker International,3.0,"New York, NY","
Professional Wetland Scientist or Wetland Professional in Training certification is a plus. Experience in providing management and tracking of Environmental...",15 hours ago,2.8,Sr. Environmental Planner with Security Clearance,http://www.indeed.com/rc/clk?jk=ec5116bc6d93827c&fccid=8bdaf6637e506037,2.8,3.2,14,-,3.5,"$75,000+",3.4,75000
NYU Langone Medical Center,3.9,"New York, NY 10016 (Gramercy area)","
Coordinates implementation of clinical research studies or clinical trials, including patient screening, enrollment and data collection....",30+ days ago,3.6,Physician Assistant - FGP/Outpatient Ob/Gyn,http://www.indeed.com/rc/clk?jk=0e4bdabe57623274&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
ADP,3.7,"Florham Park, NJ 07932","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",30+ days ago,3.5,Systems Engineer - Windows/Linux,http://www.indeed.com/rc/clk?jk=832ad836e65591c6&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
NYU Langone Medical Center,3.9,"New York, NY","
Reviews and analyzes resource utilization data and develops mechanisms for improvement. Collects and analyzes assessment data to identify patient/family...",22 days ago,3.6,"Acute Care Nurse Practitioner, Surgery, Nights",http://www.indeed.com/rc/clk?jk=ae9327b9e1ecc8c7&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$75,000+",3.9,75000
Michael Baker International,3.0,"New York, NY","
Professional Wetland Scientist or Wetland Professional in Training certification is a plus. Experience in providing management and tracking of Environmental...",15 hours ago,2.8,Environmental Planner with Security Clearance,http://www.indeed.com/rc/clk?jk=528c253d966de510&fccid=8bdaf6637e506037,2.8,3.2,14,-,3.5,"$75,000+",3.4,75000
Celgene Corporation,3.7,"Summit, NJ 07901","
Experience in statistical experimental design and data analysis including Design of Experiments (DoE). We are looking for talented and experienced scientists...",30+ days ago,3.3,"Senior Associate Scientist, Analytical Research & Developmen...",http://www.indeed.com/rc/clk?jk=49900b5e26f9ac26&fccid=b7b2b0ecc148eab5,3.4,4.1,91,-,4.1,"$75,000+",3.9,75000
ADP,3.7,"Roseland, NJ 07068","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",30+ days ago,3.5,Principal Architect - Infrastructure,http://www.indeed.com/rc/clk?jk=f1340dc3c8afac40&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$75,000+",3.8,75000
Weill Cornell Medical College,3.8,"New York, NY","
Confidential data protection mechanism; Leverages the use of technologies to advance ongoing, continuous assurance IT risk assessment through design and...",30+ days ago,3.7,"Associate Director, IT Risk Assurance",http://www.indeed.com/rc/clk?jk=45fd83883438ab46&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$75,000+",3.9,75000
Merck,3.8,"Rahway, NJ","
Principal Scientist, Clinical Operations. Must contribute scientific knowledge, analytical skills, experience, independence, and insight to the analysis of data...",9 days ago,3.4,Managing Medical Writer (Multiple Locations) Job,http://www.indeed.com/rc/clk?jk=70d6ba665ff0d002&fccid=c38b7d5e0419a6a7,3.6,4.1,"1,222",-,4.0,"$75,000+",3.9,75000
