,tconst,reviews
156,tt0116282,"I've always thought Fargo would make a great Shakesperean play; you could alter the modern elements and still have created a buzz 400 years ago in suburban England. Indeed, the plot is similar to Hamlet's, in that they both have characters we root for who create zany plans than end up spinning wildly out of control into bloodshed. Many people seem to like Fargo for its humorous qualities, its characterization of the Minnesotan culture and Frances McDormand- not me. I love Fargo for its brilliant writing, its tragic musical score, its tragic plot, William H Macy, Harve Presnell and Steve Buscemi, its ignorance of political correctness (how many movies can you remember when the only two minority characters were both revealed to be creeps).I want to draw attention to an overlooked reason why the film works so well - how well the music suits the visuals in this movie. Each murder scene is scored superbly, and other audio clues really add to the effect (for instance, notice how when the police officer asks Carl Showalter ""What's this?"" in reference to the abductee, a disquieting guitar sound is immediately played that has an instantaneous psychological effect on how you interpret the scene). I have seen this film over, well, an embarrassing number of times and have committed its screenplay, from start to finish, by memory. Fargo is the ultimate Coen Brothers movie, a brilliant tragedy, and restores my faith in Roger Ebert as he places this movie in as his fourth favorite movie of the '90s."
157,tt0032976,"Alfred Hitchcock was and is still the undisputed Master of Suspense, and there is a lot of that here in his foray into Gothic horror, as the mystery surrounding the unseen yet omnipresent Rebecca will engage the viewer from its dreamy start to its bleak conclusion. This is exactly what atmospheric is supposed to be about, and in black and white, it shines. This is also what Gothic horror is in essence, and many have imitated yet come up short, most notably M. Night Shyamalan who, in trying to go for a shock twist and purported ""atmosphere"" only creates a bad aftertaste and a hangover the size of Mount Everest. This is, essentially, Hitchcock's first true masterpiece.

Not one performance rings false, not to the novel or to their respective interpretations. Lawrence Olivier, quite possibly one of the greatest actors that ever lived, portrays a broken man who still lives haunted by the past as he himself were still living in that unending hell. Judith Anderson embodies one of the most coldly sadistic figures in cinema history, her smooth and elegant truculence only exceeded by Anthony Hopkins' rendition of Dr. Hannibal Lecter. One can't seem to understand the way she wallows in her dead mistresses' clearly perverse nature, but that exactly she does, right down to her own end. George Sanders does what he does best: sneer, smirk, and spit line after line of practiced venom, and would be honored 10 years later in ALL ABOUT EVE. Gladys Cooper, still striking in her 50s, plays into her casual cattiness which means no harm, although her rendition of Beatrice Lacy is a little subdued from the novel's version.

And then there is Joan Fontaine. Not one of the best actresses on film, yet here, playing a role that evolves beautifully from a frightened, weak girl who is put into a situation she does not understand and who turns right at the point of losing it into a much more mature, strong woman capable of holding her own, she carries the weight of the entire drama and comes forth with flying colors. While I would have preferred Anne Baxter who would have been the exact right age for this role, Fontaine exudes so much restraint and nervousness about her character (partially to blame Olivier's treatment of her and Hitchcock's telling her the entire cast hated her), it's almost a relief when she finally decides to confront Olivier about what it the secret of Manderley. Not many roles require such a change and not many actresses would sink her teeth into a part that requires being put-upon until she can't stand no more, and this is one beautiful performance.

A movie that should have won more Oscars that year, REBECCA has since grown in stature and proved that a film need not trophies to be Timeless and Great."
158,tt2488496,"Sad but true. When the opening credits filled the screen (Episode VII... blah blah) I was already grinding my teeth because the plot sounded idiotic. Then the huge star destroyer filled the screen. The fun bit is that the star destroyer had some sort of antenna or whatever at the front and it looked liked the ship was showing the middle finger towards the viewers. 

I have to congratulate the film makers as that was pretty much how the film worked from that point forward. 

1) A droid has important information that must be delivered to the good guys (Episode IV, anyone?)

2) so the bad guys hunt for the droid on a desert planet (IV) 

3) Storm troopers raid a village, killing everyone (IV) 

4) A girl is captured by the bad guys and the good guys rush to the base to the rescue. (IV) 

5) The girl and the boy have a friend zone relationship through the film (Ep IV, Luke & Leia, wouldn't be surprised to learn that they are siblings in Episode IX) 

6) The stormtroopers, elite soldiers of the bad guys, still can't hit a barn door. On the other hand, the good guys always hit, even when they use a weapon for the first time in their life 

7) Supreme Leader Snoke = Emperor with a silly name 

8) The bad guys have a magnificent new weapon that can destroy planets (Ep IV) 

9) They use it to destroy a planet loyal to the rebels (IV) 

10) The weapon has shields that can be destroyed by going down on the planet and disabling the shield generator (VI) 

11) The epic villain wears a mask that distorts his voice (IV) and sadly, looks better with the mask on than without it.

12) The good guys can only destroy the weapon with an attack by X-Wings on the exact target (IV) 

13) The X-Wings have to fly in a tight trench in order to reach their target (IV)

The screen writers had absolutely no new ideas to show for their money. A bunch of monkeys could have written better dialogue. A 1st grader could have made a plot that had less holes in it. The special effects were pretty much of the same quality as in the first Star Wars movie that was released 1977. I'd expect something way better in 2015."
159,tt0061512,"
Having had the advantage of reading Donn Pearce's novel about a year before seeing Cool Hand Luke, it was with great anticipation that I awaited it's transfer to the big screen.  I was not disappointed.

Cool Hand Luke could easily be classified by the misguided as just a prison yarn, but it is so much more than that.  It is the story of a man who refuses to be nailed down or conform to the rules and regulations of a society that he has never craved to fit into.  When Lucas Jackson is arrested for cutting heads off parking meters, his explanation to the prison captain(Strother Martin) is ""Small Town, not much to do in the evening"", which would have us believe he was just being drunk and stupid.  Later, to one of the other inmates he mutters the same answer, but importantly adds ""just settlin some old scores"".  It is a brief but important point in helping to define the character of Luke beyond just being drunk and damaging public property.  As a service man, we also discover that Luke won a bronze star, achieved the rank of sergeant but came out as a private.  Again, early evidence that Luke is unable to conform to any body's rules but his own. Yet, we are given clear evidence that Luke knows what is right in principal and what is wrong.  At one point in the film when they are putting Luke in the box under less than reasonable circumstances, he tells the boss, ""calling it your job don't make it right, Boss.""  In a visit from his mother Arletta(Jo Van Fleet), Luke says plenty about his own character by telling her, ""A man's got to go his own way"" or as he also puts it, ""I tried to live always free and above board like you but I can't seem to find no elbow room"".  

As Luke enters the prison that will supposedly be his home for the next two years, we meet the other inmates.  Some of them wear chains, some of them do not.  It is a point early in the film that director Stuart Rosenberg, emphasizes.  We understand quickly that sooner or later you conform.    You either walk the line the way the bosses tell you to, or they will find the means to get you to walk the line.  As the Captain reiterates, ""for your own good, you'll learn the rules"" A point driven home often.

What we discover about their crimes is minuscule.  One is jailed for manslaughter after hitting a pedestrian with his car, another is a paper hanger, another new inmate is charged with breaking, entering and assault.  The nature of their crimes is unimportant to us.  It enables to view these prisoners as men, and while we don't feel any genuine sympathy for them, feeling disgusted by their crimes would have been a distraction from the true purpose of Pearce's story, and Luke as the focal point.


Because of his individuality, it doesn't take Luke long before he unexpectedly becomes a hero to the other inmates.  It is not a role he chooses, or even wants.  It unexpectedly imposes the burden on him of having to live up to the expectations of others.  He never truly understands the nature of this hero worship, and would be just as happy if he didn't have to deal with it.  He is still trying to find his way in the world, and if there is any real purpose for his existence.

Another principal character is Dragline(George Kennedy).  It is he who finally establishes the fact that Cool Hand Luke is a man who can not be beaten.  Dragline's admiration for Luke seems to extend from the fact that he(Dragline)has learned the rules on how to get by, but yet regrets having lost some of his own individuality in the process.  He is the rest of the inmates in microcosm.  I can't remember a role that George Kennedy has ever been better in, and he deservedly won the best supporting actor award.

Cool Hand Luke is not without it's humorous moments especially in the  early going.  It is these moments that help move the film from the early stages to the darker more despairing later stages.  Perhaps, for that reason alone we are even more effected by Luke's dilemma.

In translating his novel to the screen Donn Pearce along with Frank Pierson, has managed to bring the heart and soul of his nove to the big screen.  Lalo Shifrin's memorable score emphasizes often the repeated drudgery of working on the chain gang.  Director Stuart Rosenberg made more good films after Cool Hand Luke, but in my opinion never achieved the same degree of perfection that he does here.   

As Cool Hand Luke, Paul Newman give one of the most memorable performances in a long distinguished career.  It is not an easy task portraying a man who travels the road from being a sincere individualist, to a man who may be beaten and defeated, yet in the end is still unwilling to accept that fate.  Although Rod Steiger won the best actor award that year, one could argue that Newman's role was more difficult, as it required substantially different subtle ranges in character.  As for the failure of Cool Hand Luke to achieve a Best Picture nomination, I'm at a loss to explain that malfunction, especially when the likes of Doctor Doolittle and Guess Who's Coming To Dinner, far lesser efforts than this were nominated.

Cool Hand Luke is a true classic in every sense of the word.  It is a film that will long be remembered.

My grade: A+     

"
160,tt0266543,"
I'll be totally honest and confirm to you that everything what they say about this movie is true. It's a brilliantly animated masterpiece with lots of humor that actually works and a plot that really brings tears to your eyes from time to time. The modern artists of Pixar never cease to amaze the audience in expanding their horizons. Finding Nemo is visually stunning and you can have nothing but respect for the people who created it.


I was more or less skeptic about watching it, because it was so overhyped ! Two days before it got released in my country, the TV and press loudly announced that the DVD broke all records in the USA during its first release-day. That's usually a sign of being typically mainstream and fake...but Finding Nemo is not. I'm allergic to fake sentiment and pathetic feel-good movies but I was really touched by this one. The moral and valuable life lessons are always present, but they're not shoved down your throat or thrown in your face all the time. This movie really relativates itself and that's important for a good comedy. And it's hilarious !!! Every side character in Finding Nemo (and there are a LOT of them) is exceptional and worth a mention. And the voices are cast perfectly as well...like the voice of Willem Dafoe for Gill, for example...a perfect choice. The character of Dory ( speaks through the voice of Ellen DeGeneres ) steals the show. She's an adorable blue fish who suffers from amnesia. She forgets what she's doing or going to every five minutes and that really leads to hilarious situations. 

Movies like this aren't just being made for children exclusive... They're good for everyone to realize you have to entertain yourself from time to time and just to enjoy the little things in life. I recommend this to everyone in the world. No matter if you're 9 or 99 years old, Finding Nemo will bring a smile on your face and leave behind a warm feeling in your heart. "
161,tt0167404,"The Sixth Sense enjoys being playful with our imagination. What your eyes see is not exactly what it is. What your mind paints is not exactly what there is. In the world of The Sixth Sense logic is your worst enemy.

There are obvious (and sometimes less obvious) hints right in front of you but you don't grasp them because of your preconceptions and premises. I once read a novel called 'Somewhere carnal over 40 winks' which used similar techniques found in this movie, but in writing. I'm sure you will enjoy this book as much as I did, if you like to be intellectually surprised.

If you haven't seen this movie, don't read reviews and don't talk to your friends who have already seen it. The movie is very much susceptible to spoilers. It is suffice to say that the ending is just shockingly delightful.

I don't consider this movie heavily philosophical or thought-provoking. Having said that, it is one of the movies I love to watch again and again."
162,tt0892769,"I watched How to Train Your Dragon about 5 times now, and it never gets boring. It actually keeps on getting better and better with with more and more views. This is a huge accomplishment for DreamWorks Animation, it might actually be its Best Animated Feauture it yet. It is an amazing experience to watch this film in Cinema. The 3D is amazing and at times Breathtaking. I may of had the most fun that I've ever had in Cinema watching How to Train Your Dragon.

The script is really good and is has a lot of dramatic depth. This movie is for everyone. Adults and Kids will enjoy it equally and will love it at the end. This movie will probably become a series like Shrek. But I'm hoping this film doesn't get bad sequels like Shrek 3 and Shrek Forever After. Anyways this film will be most recognized for its beautiful animation.

10/10 Highly Recommended"
163,tt0084787,"
* * * * ½ (4½ out of 5)


The Thing


Directed by: John Carpenter, 1982


Looking back on John Carpenter's The Thing  today a highly treasured cult favourite  one has to wonder why it was dismissed by both the audience and critics when it first came out in 1982.


Steven Spielberg's extra terrestrial adventure about a sweet alien that phoned home (that stole the hearts of both children and adults world wide) had opened just two weeks before and was on its historic box office rampage. Bad scheduling may have had a greater impact than anything else on the fate of Carpenter's first big studio effort for Universal Pictures. Nobody was prepared  moreover wanted anything so dark, gory and scary as this genuine remake of the famous 1951 original. This was the time of E.T.: The Extra-Terrestrial.


It then makes for great movie history trivia, that The Thing has gained such a remarkable afterlife on video, DVD and television. Both financially and critically. Carpenter's version is less a remake of the Howard Hawks' version than a more faithful adaptation of John W. Campbell's short story ""Who Goes There?' (on which both were based), and critics today point out how well Carpenter plays his characters against each other. Kurt Russell will never top this one, and he gets a brilliant sparring from the entire cast.


It opens in Antarctica with a sled husky running from a pair of crazed and armed Norwegian men in a helicopter. The scene is long, slow and uneasy. It feels like the Apocalypse. It oozes doomsday.


This scene comprises one of the greatest opening sequences in film history.


Ennio Morricone's moody synth score (heavy on naked thumping bass lines in classic Carpenter style), the windswept massive white of the desolate polar ice and the majestic husky running across the tundra chased by the chopper, compromises a completely mesmerizing piece of scenery.


A satisfying example of a movie that today  18 years after  looks downright muscular in its simplicity.


The budget was big ($14 mill), yet it allowed Carpenter to visualize his ideas better than ever before. There's a brooding darkness to this film, making the whites and blues of the icy Antarctic claustrophobia seem poetic and almost angelic. Dean Cundey's extraordinary photography created a palpable chill to every shot. The careful preparation (the crew went into a record 11-month pre-production) paid off immensely.


Horror specialist Rob Bottin was handpicked for the many gory and grotesque special effects. Be warned  there's a lot of splatter and gore here. The Thing is actually notorious for its creature morphing scenes. Some find them disgusting, some mere cult.

An argument could be made against The Thing being an Alien rip-off; it has its origins in an old sci-fi story and it creates tension by popping a crowd of people (note: all-male) on an isolated outpost (an Antarctic research facility) terrorized by an alien life form.


Where Carpenter was clearly inspired by Ridley Scott's 1979 masterpiece, his own alien movie is original and intriguing in its own right. There's a rhythm and an environment that equals Scott's in every way.


The husky was in fact half-wolf and half-dog, and it was noted that it never barked or growled on or off the set (Horror Takes Shape, the making of - DVD version).


Watch in awe at the scene where it walks through the hallway and stares at a
human shadow, slightly tilting its head forward in stalking position like a wild wolf. This is a fine piece of animal training, sure, but that's not the point. This is as spooky as anything ever made in a horror movie.


Carpenter had all the right tools here, and he utilized them to perfection, making The Thing his best movie alongside Halloween.

"
164,tt0477348,"I have a plea out on the message boards for someone to please explain this movie to me. I love movies and I am not one of those who insist on only being hand fed obvious characters and plots. I enjoy movies that make you think and use symbolism. 

But I honestly did not understand this film. Im not saying its horrible but I will say I don't think it deserves the ratings it is getting. I personally rated it a 1 because I feel compelled to balance out the absurd over ratings it is getting.

What I saw was two men fighting over the same two million dollars. One who is somewhat good and obviously poor and the other who is this maniac psycho killer. Im not even sure its his money, how he knows about it or why he even wants it. None of that was clarified.

The good guy is running with the money the bad guy is chasing him the sheriff seems like he is supposed to be chasing them but doesn't really want to and would rather be some sort of hillbilly philosopher about the whole thing.

Then the good guy suddenly dies. The bad guy escapes death by the skin of his teeth AGAIN the money disappears and the sheriff retires but not becoming so philosophical that the whole movie just ends right there at his dinner table with him rambling on about some dreams he had.

Again I would love to figure out this movie.

I am a 40 year old movie buff Academy Award trivia expert I own over 700 movies I've been a member here for 6 years And I have a college degree.

Maybe I ate too many milk duds or something but it went right over my head.

If you are looking for a Donnie Darko, Eternal Sunshine of the Spotless Mind MUST SEE A SECOND OR THIRD TIME TO FULLY UNDERSTAND kind of movie then go for it!

If you think you are going to see a Titanic, The Green Mile or Silence Of the Lambs kind of movie where the plot unfolds at a normal pace and doesn't make you search for answers and meaning then don't go see this thing. 

Again, not a bad movie. Great acting, cinematography, pace.... the works... just incredibly difficult to understand after the first half.

In fact the first half is very good, suspenseful.. second half does not fulfill. Leaves you hanging and wanting more.

OK Im done. Thanks for reading."
165,tt0758758,"I've never posted a comment regarding a movie but feel compelled to after attending a screening of Into The Wild at the Toronto Film Festival last night. I won't speak to story here as it's covered in the other comments.

This is a movie of real beauty. It made me cry. I felt moved in a way that happens very rarely. It was an inspiration.

The feelings it evoked were all based on the power of the acting and the writing. The words were real and human. The relationships seemed real and human. This may not seem like a great feat - but I consider it a true rarity. It didn't feel calculated and artificial, like so many movies (read: Crash - but I'm not here to bash that...). It was very organic, natural and (I can't say it enough) just beautiful. Cripes, it's making me sound like a hippie, for heaven's sake. This for me was Penn's best work since Indian Runner.

What it reminded me of...

- Terence Malik - Herzog? - in a strange way Cassavettes? - Hal Ashby (more Coming Home than Harold & Maude...) - even a bit of Ken Loach

- Ruby in Paradise - Alice Doesn't Live Here Anymore - Five Easy Pieces - Easy Rider

... but when I list those it's not because of plot similarities (though there are some) or style (although I think you can definitely see the influence of some great films) - it's again because of the heart of it. I heard a few people at the screening comment that the film was ""too long"" but I don't agree. I think exploring a journey of this magnitude required visiting all of the people he touched and taking the time to see the land.

Hal Holbrook was just perfect, as was the cast as a whole, and I think Emile Hirsch is really going places - he was fantastic and he owned the role. Eddie Vedder's music worked perfectly as well - not distracting or quirky - just a part of the whole.

The film received a standing ovation and quite a few tears were shed. Magic."
166,tt0266697,"A lot of people have come up to me and said ""How can you love Quentin that much, he is just too extreme!"" or ""Oh come on, Kill Bill is just SO not realistic.."" Yes. No.

Mr. Quentin Tarantino is rather extreme, yes, and it's lovely! And No. Kill Bill is not realistic, but it's not meant to be realistic! Just like... Lord of the Rings, that's not realistic either! But because it has clear unreal elements, like wizards, it's acceptable?

You don't go to see Kill Bill, or any other Q.T-film to see ""Stepmom"", in the same way you don't go to a Marilyn Manson concert hoping that they will play some Spice Girls..

Kill Bill, both volume 1 and 2, is absolutely gorgeous! The art direction is beautiful! The camera angles are perfect... just Gorgeous! The lighting, the sound, the dialogs... and of course, the details! No one works with small details the way Quentin does. I must also say that the soundtrack is brilliant and the whole film is just so well casted! Uma Thurman is perfect in the leading role, Darryl Hannah has never been this good before, ever! And Chiaki Kuriyama, even though she has a quite small role, is excellent, even better than she is in ""Battle Royale"". David Carradine is painfully perfect, Michael Madsen is ALWAYS excellent, but never as good as when he works with Tarantino. I must also say that Sonny Chiba was great. I've never been a big fan of Vivica A Fox until now, and I used to think that Lucy Liu was just your average actor but she turned out to be fierce. Pretty much everyone who is in this film is ten times better than they've ever been.

But above all things, Kill Bill is artistic, beautiful... Perfect colors, perfect everything... gotta love it."
167,tt0978762,"There's a constant stream of animated films these days, but mostly they're either glossy Hollywood product (Pixar/Dreamworks), or Japanese anime. For adults wanting something different we have to wait for the likes of The Nightmare Before Christmas, Waltz With Bashir, Persepolis, or Aardman's films to turn up. Mary & Max is one of these films that comes as a complete departure from all the others, both in visual and storytelling style, and sticks in the mind because of it. I won't repeat the plot here, so I'll just mention a few pros and cons. The cons are obvious. Some people will be put off by the almost constant narration (which took me a while to get used to), the rather numerous calamities (a lot more than you'd expect if you thought this was just a kids film), and the sadness within some of these people's stories. It's actually a little surprising that the film got made without the people financing it demanding a script that was more tailored to appeal to a wider audience. What we get is something that feels a whole lot more personal than the higher profile animated films. It feels personal, and therefore real, and the explanation is that it was written from life by a director who has a real feeling and sympathy for people who don't quite fit into the world, and feel alienated or are misunderstood by others. Mary was partly inspired by the director's own childhood (and there's a little bit of Toni Collette's Muriel Heslop thrown in I suspect), and Max is also based on a real person he's been pen friends with (but so far has never met in person). The way the film handles his Asperger's Syndrome just feels different to how you'd normally see such an issue handled on screen. There's a constant stream of humour (ironic, black, childish), and I really enjoyed the small perfect touches on growing up in an Australian suburb in the 70's and 80's, and the depiction of grey New York, as it appears to the easily frightened Max. The animation is constantly a joy to watch, and I highly recommend seeing it on the big screen where it can be properly appreciated in all it's hand-made glory."
168,tt2267998,"One of the most ridiculous spectacles of bad storytelling I have ever seen in my entire life.

""Gone Girl"" gets its title I think, from the fact that she was supposed to be done away with (murdered and disposed of) but is really ""gone"" psychologicallyshe is a pure psychopath.

The movie tries to tell you that she is highly intelligent, and meticulously plans to fake her own murder and frame her husband for it.

Here's the pathetic execution of her plan:

1. he leaves the house one morning, and she springs into action. 

2. she breaks the glass coffee table, pours about a half quart of her own blood in one puddle, in front of the kitchen sink. That much blood from a violent attack would be all over the room. 

3. she flees, leaving the front door open. 

4. A nosy neighbor notices the door ajar and calls the husband (somehow the neighbor knows exactly where he is.) But no one saw the wife leave.

5. The husband comes home. He has not a scratch on him. 

6. he is totally co-operative with the police. 

7. They eventually find her diary In a wood stove at the husbands father's house. The wood stove door is ajar and the diary is only partially burned; it really makes you wonder how that played outthat the husband put the diary in there to burn but just left it singed, all that work, cleaning up the blood at home, but not to burn the book, as if he needed to make a special trip to his dad's house to dispose of a stupid book. and the only thing incriminating that she wrote was on one page which he could've simply torn out. 

8. When the wife runs away, she only changes her appearance slightly and then, instead of secluding herself, she makes friends with some low-lifes, with whom she sits and watches her story unfold on TV. 

9. she murders the Neil Harris character in an attempt to switch the blame to him. That would then imply he was the one that drained so much blood from her back at her home, he cleaned it up and he put her diary in the wood stove (?!) 

His car wasn't seen at her house. 

He then kept her a prisoner, starved and raped her.Yet she found the opportunity and strength to kill him, but didn't call the police from his house to come rescue her. rather she jumps in his car and drives all the way home. 

10. upon returning home she has no wounds consistent with the bloodletting at her original house or at the hands of her alleged kidnapper. 

11. There is no visit to or investigation of the alleged kidnapping crime scenehouse on the lake.

12. The hospital sends her home in a nurses uniform, underneath which she is still caked in blood.

This movie is just about the lamest piece of S**** I have ever seen."
169,tt0091251,"One of the greatest of all war films, Klimov's stunning work stands amongst such works in which the horror and sorrow of conflict are made fresh over again for the viewer, left to stumble numb from the cinema thereafter. Produced for the 40th anniversary of Russia's triumph over the German invaders in WW2, based upon a novella by a writer who was a teenage partisan during the war, the propagandist use to which it was later put - when the GDR was still in the Eastern Bloc, citizens were forced to watch this to warn them of another rise of fascism - does not impair its effect today at all. It echoes intensity found in another masterpiece by the director. Klimov's shorter Larissa (1980) is a remorseful elegy to his late wife. Poetic and very personal, its sense of shock anticipates the heightened anguish that ultimately reverberates through Come And See. Through his images, the director stares uncomprehendingly at a world where lives are removed cruelly and without reason, if on this occasion not just one, but thousands.

At the heart of the narrative is Floyra, both viewer and victim of the appalling events making up the film's narrative, his history a horrendous coming-of-age story. It begins with him laboriously digging out a weapon to use and much changed at the end, he finally uses one. As he travels from initial innocence, through devastating experience, on to stunned hatred, in a remarkable process he ages before our eyes, both inside and out. His fresh face grows perceptibly more haggard as the film progresses, frequently staring straight back at the camera, as if challenging the viewer to keep watching; or while holding his numbed head, apparently close to mental collapse. Often shot directly at the boy or from his point of view, the formal quality of Klimov's film owes something to Tarkovsky's use of the camera in Ivan's Childhood, although the context is entirely different.

The film's title is from the Book of Revelations, referring to the summoning of witnesses to the devastation brought by the Four Horsemen of the Apocalypse. 'Come and See' is an invitation for its youthful protagonist to arm up and investigate the war, but also one for the audience to tread a similarly terrible path, witnessing with vivid immediacy the Belorussion holocaust at close hand. Here, the intensity of what is on offer justifies amplification by the use of a travelling camera, point-of-view shots, and some startlingly surreal effects pointing up unnatural events: the small animal clinging nervously to the German commander's arm for instance, soundtrack distortions, or the mock Hitler sculpted out of clay and skull.

Main character Floyra is the director's witness to events, a horrified visitor forced, like us to 'see' - even if full comprehension understandably follows more slowly. For instance during their return to the village, there is some doubt as to if Floyra is yet, or will be ever, able to fully acknowledge the nature of surrounding events. In one of the most disturbing scenes out of a film full of them, Glasha's reaction to off-screen smells and sights is profoundly blithe and unsettling. So much so, we wonder for a brief while if the youngsters really know what is going on. Its a watershed of innocence: one look back as the two leave and the reality of the situation would surely overwhelm Floyra - just as later, more explicit horrors do the viewer.

Come And See was not an easy shoot. It lasted over nine months and during the course of the action the young cast were called upon to perform some unpleasant tasks including, at one point, wading up to their necks through a freezing swamp. Kravchenko's face is unforgettable during this and other experiences, and there are claims that he was hypnotised in order to simulate the proper degree of shell shock during one of the major early sequences. The sonic distortion created on the soundtrack at this point later appeared to a lesser extent in Spielberg's Saving Private Ryan, as did elements of a much-commented scene where a cow is caught in murderous crossfire. Klimov's camera ranges through and around the atrocities, although one doubts that a steady cam was available. By the end Florya is isolated from humanity, technically as well as mentally, by a striking shot that excludes the middle foreground. Disturbingly expressionistic though these scenes are, others such as the scene where Florya and the partisan girl Rose visit the forest after the bombing, achieve an eerie lyricism that are however entirely missing from the Hollywood production. And whereas Spielberg's work concludes with a dramatic irony that's perhaps a little too neat, contrived for different audience tastes, Klimov's less accommodating epic finishes on a unique, cathartic moment - no doubt partly chosen to avoid any bathos after events just witnessed, but one which sends real blame back generations.

Hallucinatory, heartrending, traumatic and uncompromising, such a movie will not to be all tastes. It certainly does not make for relaxing viewing, although those who see it often say it remains with them for years after. This was Klimov's last film for, as he said afterwards ""I lost interest in making films. Everything that was possible I felt had already been done,"" no doubt referring to the emotional intensity of his masterpiece, which would be hard to top. By the end of their own viewing, any audience ought to be shocked enough to pick up a rifle themselves and vengefully join the home army setting out to fight the Great Patriotic War - a necessarily stalwart response without limit of participation, symbolised by the director who tracks a camera through the dense forest before finally rejoining a column of soldiers heading to the front. If you feel, like I do, that any real war film should succeed in conveying the power and pity of it all, then Come And See is an absolute go and watch."
170,tt0025316,"
It Happened One Night directed by Frank Capra was made and released in 1934 by Columbia Pictures as a small budget film that was not expected to do well at the box office. Yet, after its release the film gained many accolades and won the Academy Award for best picture in 1934. Due to the original small nature of the film, the leading man role was surprisingly filled by Clark Gable who was on loan from another studio. He stared opposite of Claudette Colbert. Capra's film was a combination of many ideals, emotions and social perceptions of the American society of the thirties but it was also a combination of many new and innovative filming techniques and sound advancements. The film unfolds the story in such a attention-grabbing and remarkable way that most of today's cinema use his style and ideals when producing and creating films. Capra used the idea of a moving camera, one that was not fixed upon a box, but on a moveable crane instead. This produced more sweeping shots, more angles for filming and fewer distance shots. It allowed for more movement of the actors as well as a more realistic and real life feeling to the movie. The film also incorporates back projection of images. This is were a scene is filmed previously and played in the background while the actors perform the scene in front of the projection. Back projection is used for car scenes to give the impression that the actors are driving but in reality they are in a sound stage. Capra also incorporated the use of a wipe in his film. The technique of moving left to right and fading in or out to change a scene or show elapsed time took the place of the traditional place cards in silent films and allowed for a more constant stream for the film. The film was also all talk, the new technology of a sound strip on the side of the film was used. The text cards of silent films were completely discarded. Another camera trick by Capra is to show a change in feelings within Clark Gable's character for Claudette Colbert's character by depicting her character in a different light. This happens two times within the film at key moments to the development of their relationship. Claudette Colbert is seen in a close up of softer light to emphasize Clark Gable's character seeing her in a `different light.' In this romantic comedy Capra not only showed new styles and techniques but also addressed social issues of the time. Through comedy he showed the outlandish nature of the rich (King arriving for his own wedding in a helicopter) and the nature of man being the controller in relationships as well as in society. The fighting and struggles between the two main characters showed the man taking care of the woman, the social norms of how men and woman should act around each other in that era. But the fighting and the banter also show a strong-minded and intelligent woman. The two strong-willed main characters balanced each other out.

Capra's techniques for showing the social relationship between the rich and working classes as well as a relationship between man and woman in the 1930s captured film makers and film viewers for over 70 years. Films are now compared to his style of camera movement and his style of capturing the American ideals. When movies of today make a similar statement of achieving what one wants they are referred to as Capra-esc. Capra's imagination and style is one that changed the outlook of American films and introduced a new genre to film goers everywhere.
"
171,tt0469494,"The year I was born was the same year Predator and Robocop came out. When I was finally old enough to appreciate films, Little Nicky was in theaters. I know, believe me, I know; rocky start. And often I would watch older films, or specials on older films, and be dazzled. You know the ones. Remember when they made Spartacus? Remember sitting in the movies and watching Gregory Peck play Atticus Finch in To Kill A Mockingbird? Remember the first time you heard ""I could've been a contender"" through theater speakers? Well I sure as hell don't. But I'll tell you what, now I feel somewhat caught up. Let's begin with the obvious. Daniel Day Lewis. No one's arguing about this. The man is a veritable God among ants on the screen. He takes his role by the reigns and I don't doubt him for a second. In fact, at times, I was downright afraid of the man. Lewis gives what is easily, EASILY the best performance of the past five years. But let's get serious about it. Lewis' Daniel Plainview is the most convincing, awe-inspiring, and downright mortifying character to take the big screen that I can remember. Here, perfectly in his element and at his best, Lewis could go toe to toe with Brando and Kinski, playing a part that oozes enough skill and pathos to earn him a place among Hollywood's, and perhaps the world's, greatest performances of all time. He gives those of us who missed out on the craft, depth of character, and technique of classic cinema a chance to admire a tour de force portrayal of a memorable, identifiable, and completely despicable character, and it's so damned refreshing that I can't stop singing the man's praises. Paul Dano has been taking a lot of fire for this whole thing. People continue to spout their disapproval of the film's casting, saying that Dano has no business rivaling the seasoned Lewis on the screen. Listen, lay down your swords a minute and consider the obvious. The guy was cast opposite the performance of the decade, he's not going to outshine Lewis and you'd be crazy to expect him to. In fact, I think that he and Lewis' back-and-forths are the films highlights, as we see the juxtaposition not only in the characters themselves, but also in their acting techniques. And the cinematography? Welcome to the old days of film. The glory days of Hollywood. Anderson gives us one of the most beautifully shot and directed films in recent memory, truly at the top of his craft on this one. Every moment feels more epic than the last, until the film becomes such a towering cinematic spectacle that the end leaves the viewer exhausted. It's truly an experience not to be missed. Yeah, we missed out on A Street Car Named Desire. And Casablanca isn't gonna be in theaters again any time soon. But in the meantime, There Will Be Blood is just about as good, and will likely haunt our generation as much as the Hollywood studio epics of the past..."
